"gene","Control","Aldo","Fine","Spiro","Aldo_Fine","Aldo_Spiro"
"STYXL1",3618,2635,2747,2539,2548,2486
"STYXL2",11,13,11,11,20,12
"SUB1",29959,22911,22184,21048,20481,22747
"SUCLA2",12874,10092,9901,9482,9090,10032
"SUCLG1",14629,10905,11021,10368,10298,10945
"SUCLG2",19653,15573,15842,14512,14612,15629
"SUCLG2-DT",356,234,247,231,256,246
"SUCNR1",1,1,0,0,1,1
"SUCO",23246,20014,20496,18925,18369,19596
"SUDS3",15062,12011,13087,11843,12061,11898
"SUFU",3896,3024,3596,3163,3330,3219
"SUGCT",771,597,587,578,573,552
"SUGP1",4563,3296,4079,3665,3810,3400
"SUGP2",19016,14966,20584,17454,18647,14692
"SUGT1",13022,9730,10257,9253,9148,9958
"SUGT1P4-STRA6LP",206,159,194,200,190,152
"SUGT1P4-STRA6LP-CCDC180",0,0,0,0,0,0
"SULF1",0,2,1,1,0,0
"SULF2",5408,4427,4958,4360,4398,4273
"SULT1A1",245,172,189,146,177,170
"SULT1A2",168,117,160,140,152,146
"SULT1A3",1,0,1,1,1,0
"SULT1A4",0,0,0,0,0,0
"SULT1B1",1,2,0,1,0,0
"SULT1C2",271,184,242,228,188,212
"SULT1C2P1",4,1,2,3,1,2
"SULT1C3",0,0,2,0,1,0
"SULT1C4",0,0,1,0,0,1
"SULT1E1",8,4,5,5,3,6
"SULT2A1",1,1,2,1,2,2
"SULT2B1",112,67,89,75,81,82
"SULT4A1",0,0,0,1,0,0
"SULT6B1",3,0,0,2,6,0
"SUMF1",2568,1977,2044,2012,1930,2070
"SUMF2",13190,10069,10496,9933,10253,10046
"SUMO1",34517,26388,26272,24698,23666,26463
"SUMO2",28866,22681,23381,21572,20726,22192
"SUMO3",32767,24565,24900,23718,23263,23935
"SUMO4",9,11,9,6,12,12
"SUN1",20511,16160,18635,16791,16586,15897
"SUN2",25781,21099,21631,20463,22054,20731
"SUN3",5,2,1,3,4,7
"SUN5",0,0,0,0,0,0
"SUOX",3610,2675,3207,2885,2954,2733
"SUPT16H",98481,82351,83410,76710,76902,79743
"SUPT20H",12388,10104,11532,10397,10262,9693
"SUPT20HL1",0,0,0,0,0,0
"SUPT20HL2",2,2,0,0,2,0
"SUPT3H",1868,1431,1472,1394,1378,1420
"SUPT4H1",10148,7686,7555,7162,7292,7530
"SUPT5H",23334,18341,21326,19876,20511,18179
"SUPT6H",32975,27593,31069,28461,29327,28094
"SUPT7L",12764,9617,11986,10552,10884,9667
"SUPV3L1",7304,5662,5918,5672,5524,5601
"SURF1",5642,4119,4155,4175,4111,4043
"SURF2",2246,1609,1756,1592,1687,1769
"SURF4",44404,33893,34907,32758,33491,33644
"SURF6",7097,5134,5259,5143,5117,5186
"SUSD1",3043,2588,2657,2470,2521,2518
"SUSD2",329,223,264,256,290,246
"SUSD3",13,9,13,10,13,12
"SUSD4",320,227,272,200,207,217
"SUSD5",3493,2786,2986,2727,2757,2782
"SUSD6",6785,6490,6241,5581,5804,5583
"SUV39H1",9402,7228,7382,6985,7397,7304
"SUV39H2",7755,5959,6033,5698,5591,5980
"SUZ12",36044,29697,30396,28674,26957,29336
"SV2A",6908,5701,6328,6097,6165,5204
"SV2B",2,1,4,4,2,6
"SV2C",0,2,2,0,0,0
"SVBP",2116,1576,1523,1417,1499,1649
"SVEP1",651,546,660,582,621,561
"SVIL",7934,6650,7115,6841,6842,6958
"SVIP",5602,4248,4266,4048,3964,4119
"SVOP",1,0,3,2,4,2
"SVOPL",12,6,5,2,10,6
"SWAP70",25367,21217,21285,19881,19622,20292
"SWI5",3543,2675,2796,2540,2613,2527
"SWSAP1",657,441,484,444,504,457
"SWT1",1556,1312,1380,1186,1144,1183
"SYAP1",21267,15649,16393,15234,14860,16213
"SYBU",70,83,48,55,48,44
"SYCE1",0,0,0,0,0,0
"SYCE1L",274,192,228,196,204,133
"SYCE2",245,154,236,202,224,165
"SYCE3",25,21,13,24,23,18
"SYCN",0,0,0,0,0,0
"SYCP1",4,5,6,1,2,1
"SYCP2",124,103,133,106,106,97
"SYCP2L",310,178,277,252,276,220
"SYCP3",42,38,32,32,44,24
"SYDE1",9770,7429,7625,7360,7934,7345
"SYDE2",2244,1841,1968,1860,1801,1818
"SYF2",8161,6347,6221,5714,5694,6054
"SYK",19,16,19,15,8,15
"SYMPK",15426,12156,13662,12416,13081,12077
"SYN1",206,191,208,180,192,153
"SYN2",37,32,29,29,23,23
"SYN3",23,7,9,12,12,7
"SYNC",1343,993,1040,1094,1100,993
"SYNCRIP",87074,70874,71538,67459,64422,68990
"SYNDIG1",0,1,1,1,0,1
"SYNDIG1L",7,5,7,4,4,8
"SYNE1",1053,933,1048,978,977,962
"SYNE2",20481,22164,22517,20611,20829,21979
"SYNE3",600,576,501,491,519,518
"SYNE4",70,50,69,66,65,40
"SYNGAP1",44,58,48,36,59,36
"SYNGR1",4538,3246,3637,3243,3582,3213
"SYNGR2",9774,7016,7547,7065,7361,7213
"SYNGR3",309,281,269,251,253,221
"SYNGR4",13,15,14,11,12,6
"SYNJ1",6909,5953,6953,6053,5947,6050
"SYNJ2",12659,10041,11261,10380,10127,10712
"SYNJ2-IT1",0,0,1,1,0,1
"SYNJ2BP",14423,9974,11547,10202,9964,10106
"SYNJ2BP-COX16",0,0,0,0,0,0
"SYNM",8857,7303,8513,7558,7589,7553
"SYNPO",7859,5892,7035,6571,6945,6488
"SYNPO2",212,194,221,201,208,196
"SYNPO2L",25,36,32,30,29,35
"SYNPR",4,3,3,4,2,2
"SYNPR-AS1",2,2,3,2,0,1
"SYNRG",60,46,65,33,26,153
"SYP",1750,1381,1490,1464,1436,1289
"SYPL1",23642,18769,17998,17323,16244,17648
"SYPL2",488,317,410,323,316,325
"SYS1",7866,5994,6205,5570,5521,5828
"SYT1",214,177,181,169,148,205
"SYT10",2,0,1,1,1,0
"SYT11",7084,5450,5504,5315,5358,5359
"SYT12",2810,2148,2043,2211,2273,2083
"SYT13",147,108,123,106,96,97
"SYT14",3464,3204,3429,3026,3133,3129
"SYT15",61,32,58,30,51,34
"SYT15-AS1",7,5,7,2,7,3
"SYT15B",72,57,64,67,53,51
"SYT16",92,53,66,68,60,61
"SYT17",6,1,1,2,2,1
"SYT2",42,36,50,45,53,42
"SYT3",3,0,2,1,2,4
"SYT4",0,0,0,2,1,0
"SYT5",19,12,14,13,9,11
"SYT6",3,2,3,3,2,7
"SYT7",183,151,156,160,186,149
"SYT8",24,28,13,17,14,15
"SYT9",1,1,0,1,0,0
"SYT9-AS1",1,1,0,5,4,0
"SYTL1",2085,1231,1815,1716,1886,1413
"SYTL2",3072,1930,2547,2195,2093,2209
"SYTL3",275,347,262,215,238,237
"SYTL4",3964,3193,3439,3062,3122,3108
"SYTL5",159,121,157,158,137,137
"SYVN1",8794,7035,8332,7425,7744,6914
"SZRD1",46490,36877,36646,35395,36548,37325
"SZT2",5066,4756,6151,5423,5631,5023
"TAAR1",1,1,3,4,1,7
"TAAR2",0,2,0,1,0,0
"TAAR5",0,0,0,0,0,0
"TAAR6",0,1,0,0,0,0
"TAAR8",1,0,0,0,0,1
"TAAR9",0,0,1,0,0,1
"TAB1",6775,5211,5691,5237,5640,5443
"TAB2",28425,23536,24011,22482,21496,22715
"TAB3",16341,13185,14796,13440,13295,13328
"TAC1",0,0,0,0,0,0
"TAC3",17,23,26,22,19,13
"TAC4",15,8,19,13,22,11
"TACC1",32367,29653,29407,26630,27101,28001
"TACC2",3180,3865,2750,2823,2889,2684
"TACC3",24040,18224,20234,18311,19606,18601
"TACO1",5914,4488,4552,4307,4413,4482
"TACR1",13,12,13,6,8,6
"TACR2",25,23,30,23,26,23
"TACR3",64,48,46,54,51,47
"TACSTD2",40586,25197,28677,29353,27457,27149
"TADA1",4549,3460,3629,3362,3240,3276
"TADA2A",281,104,86,111,102,103
"TADA2B",5789,4582,4763,4277,4430,4743
"TADA3",18270,13246,14160,13502,14232,13721
"TAF1",13815,12267,13564,12319,12248,11898
"TAF10",5846,4023,4388,4028,4108,4059
"TAF11",7848,5835,6297,5743,5991,5941
"TAF12",4811,3444,3769,3450,3322,3610
"TAF13",3974,3022,3131,2942,2676,3066
"TAF15",3,6,3,3,3,7
"TAF1A",3914,3054,3359,3156,3082,3106
"TAF1B",5999,4481,4612,4337,4115,4533
"TAF1C",6657,4931,7151,6059,6853,4963
"TAF1D",6293,4801,6062,5284,5190,4632
"TAF1L",13,10,12,9,11,13
"TAF2",23273,19426,21193,19380,19187,19361
"TAF3",4079,3133,3656,3393,3409,3388
"TAF4",1143,908,1031,964,978,1099
"TAF4B",2041,1735,1752,1679,1626,1714
"TAF5",4727,3507,3733,3435,3491,3447
"TAF5L",9857,8253,8281,7502,7625,7906
"TAF6",8629,6713,7352,6883,7267,6932
"TAF6L",3489,2522,2928,2731,2909,2500
"TAF7",21120,16299,16536,15071,15134,16221
"TAF7L",37,31,38,35,28,14
"TAF8",6150,4563,5251,4727,4815,4838
"TAF9",0,0,0,0,0,0
"TAF9B",19339,15359,15553,14505,13752,15110
"TAFA1",1,2,3,5,2,2
"TAFA2",132,115,100,107,95,109
"TAFA3",34,23,41,27,30,25
"TAFA4",0,0,0,0,0,0
"TAFA5",1,0,0,1,0,0
"TAFAZZIN",3062,2150,2764,2447,2493,2080
"TAGAP",106,92,85,101,93,75
"TAGLN",166731,120198,130376,122273,128963,126648
"TAGLN2",53060,38702,40517,38669,39163,38889
"TAGLN3",52,43,45,47,46,44
"TAL1",97,85,90,77,97,65
"TAL2",22,12,22,12,18,11
"TALDO1",27787,20461,21102,19373,20850,21231
"TAMALIN",145,124,114,121,120,100
"TAMM41",617,419,547,460,462,450
"TANC1",14701,11772,13465,12895,12906,12409
"TANC2",5609,5635,5872,5097,5397,5390
"TANGO2",6479,4723,5286,4868,5033,4839
"TANGO6",3481,2949,2903,2785,2887,2927
"TANK",7843,6231,6624,6000,5844,6290
"TAOK1",40170,38355,39296,35614,35586,37666
"TAOK2",15897,12317,14944,13182,14063,12551
"TAOK3",4481,3718,3983,3543,3426,3807
"TAP1",0,0,2,1,0,3
"TAP2",139,112,132,102,91,101
"TAPBP",9,8,10,10,19,6
"TAPBPL",837,667,783,699,762,640
"TAPT1",4963,3772,4119,3839,3777,3701
"TARBP1",7516,5850,7296,6374,6251,5881
"TARBP2",4480,3185,3622,3305,3600,3329
"TARDBP",47075,37779,39100,36560,35583,35413
"TARID",89,53,76,51,69,39
"TARM1",0,0,0,0,0,0
"TARS1",41985,32076,34058,31506,31738,32712
"TARS2",7115,5504,6176,5711,5876,5512
"TARS3",2178,1737,1855,1596,1664,1669
"TAS1R1",10,1,6,5,7,7
"TAS1R2",0,0,0,0,1,0
"TAS1R3",95,77,88,60,72,67
"TAS2R1",3,1,5,1,4,2
"TAS2R10",0,0,0,0,0,0
"TAS2R13",0,0,0,0,0,0
"TAS2R14",2,0,0,0,0,0
"TAS2R16",0,0,0,0,0,0
"TAS2R19",0,0,0,0,0,0
"TAS2R20",0,0,0,0,0,0
"TAS2R3",6,3,3,5,3,5
"TAS2R30",0,0,0,0,0,0
"TAS2R31",0,0,0,0,0,0
"TAS2R38",0,0,0,0,0,0
"TAS2R39",0,0,0,0,0,0
"TAS2R4",11,5,15,2,6,3
"TAS2R40",0,0,0,1,0,0
"TAS2R41",0,0,0,0,0,0
"TAS2R42",0,0,0,0,0,0
"TAS2R43",0,0,0,0,0,0
"TAS2R46",0,0,0,0,0,0
"TAS2R5",54,37,36,37,38,34
"TAS2R50",0,0,0,0,0,0
"TAS2R60",0,0,0,0,0,0
"TAS2R7",0,0,0,0,0,0
"TAS2R8",0,0,0,0,0,0
"TAS2R9",0,0,0,0,0,0
"TASL",0,0,0,0,0,1
"TASOR",28579,24730,24843,22837,22819,24309
"TASOR2",24662,22073,23027,20894,20563,21822
"TASP1",1791,1348,1372,1411,1290,1426
"TAT",4,5,2,3,1,3
"TAT-AS1",2,4,1,2,2,2
"TATDN1",5794,4256,4297,4031,3807,4064
"TATDN2",14925,11939,12277,11721,11793,11960
"TATDN3",2493,1913,1874,1934,1843,1947
"TAX1BP1",26521,21897,21942,20253,19636,21649
"TAX1BP3",36,17,27,14,22,14
"TBATA",1,4,3,2,0,2
"TBC1D1",6284,5074,5016,4661,4825,4963
"TBC1D10A",3206,2502,2533,2387,2500,2399
"TBC1D10B",11159,8674,9315,8629,9116,8714
"TBC1D10C",103,43,110,52,99,53
"TBC1D12",7083,6919,6025,5696,5682,5780
"TBC1D13",7574,5825,6456,5983,6319,6019
"TBC1D14",3771,3180,3358,3013,3171,3203
"TBC1D15",14673,11977,12129,11290,11009,11485
"TBC1D16",9165,8572,8061,7435,7947,8059
"TBC1D17",6010,4241,5208,4496,4993,4327
"TBC1D19",1720,1276,1371,1277,1257,1183
"TBC1D2",12407,8096,10180,9391,9472,8972
"TBC1D20",14335,11338,12601,11496,11565,11210
"TBC1D21",20,8,12,16,15,7
"TBC1D22A",4295,3279,3436,3191,3373,3356
"TBC1D22A-AS1",19,4,11,12,5,6
"TBC1D22B",4770,3726,4137,3669,3738,3860
"TBC1D23",14122,11173,11534,10598,10468,11066
"TBC1D24",3787,2935,3730,3158,3537,3088
"TBC1D25",3994,3159,3566,3144,3317,3097
"TBC1D26",23,18,21,25,26,13
"TBC1D28",1,0,3,1,2,0
"TBC1D2B",11940,10260,10748,9754,10400,9990
"TBC1D3",1,0,7,3,0,2
"TBC1D30",818,604,721,679,620,610
"TBC1D31",4646,3779,3895,3681,3574,3661
"TBC1D32",1708,1385,1598,1488,1532,1394
"TBC1D3B",2,0,6,1,0,0
"TBC1D3C",1,0,7,3,0,2
"TBC1D3D",1,0,0,1,4,2
"TBC1D3E",6,5,8,7,2,2
"TBC1D3F",0,1,0,0,1,0
"TBC1D3G",0,0,5,1,0,0
"TBC1D3H",0,1,0,0,0,0
"TBC1D3I",16,1,2,0,1,0
"TBC1D3K",7,5,9,7,3,34
"TBC1D3L",85,61,85,68,82,54
"TBC1D3P1-DHX40P1",2,7,8,3,2,6
"TBC1D3P5",0,0,0,0,0,0
"TBC1D4",10910,9898,9212,8711,8943,9049
"TBC1D5",11325,9395,9440,8859,9045,9429
"TBC1D7",2917,2111,2332,2213,2177,2241
"TBC1D8",5481,5312,5321,4667,5212,4392
"TBC1D8-AS1",116,88,84,82,94,98
"TBC1D8B",4321,3410,3816,3435,3439,3476
"TBC1D9",9004,7264,7725,7282,7183,7251
"TBC1D9B",36074,29646,31004,28440,30467,28911
"TBCA",8662,6589,6903,6325,6366,6554
"TBCB",13051,9659,9696,9346,9360,9332
"TBCC",4224,3057,3273,3165,3229,3094
"TBCCD1",5864,4720,5159,4660,4696,4607
"TBCD",7919,7002,7139,6852,7013,6535
"TBCE",9499,7263,7617,6896,6980,7006
"TBCEL",7493,6268,6652,6095,5883,6118
"TBCK",4105,3340,3455,3122,3136,3278
"TBK1",13522,11048,11524,10417,10246,10654
"TBKBP1",1198,726,1004,916,1075,805
"TBL1X",11084,8765,9222,8710,8997,8954
"TBL1XR1",30002,26726,25134,24583,24495,26002
"TBL1Y",1,2,5,1,0,2
"TBL2",5000,3768,4080,3813,3784,3802
"TBL3",5822,4317,4848,4440,4922,4450
"TBP",3251,2538,2909,2536,2587,2497
"TBPL1",6173,4450,4797,4348,4119,4492
"TBPL2",2,0,3,0,0,0
"TBR1",6,17,12,3,9,9
"TBRG1",7355,5745,6522,5917,6060,5627
"TBRG4",8639,6603,7015,6579,6688,6614
"TBX1",29,18,22,16,20,15
"TBX10",5,8,5,4,1,5
"TBX15",12085,9748,9714,9144,8970,9283
"TBX18",13124,10914,11725,10779,10897,10478
"TBX18-AS1",1,1,5,2,3,1
"TBX19",435,332,432,334,359,312
"TBX2",2029,1514,1786,1542,1620,1495
"TBX2-AS1",61,44,60,56,56,42
"TBX20",319,259,291,300,291,288
"TBX21",3,2,5,4,1,4
"TBX22",0,0,0,0,0,0
"TBX3",8747,6693,7912,7427,6807,6721
"TBX4",13,7,12,10,7,11
"TBX5",0,1,0,1,0,0
"TBX5-AS1",0,0,0,0,0,0
"TBX6",124,79,135,106,120,82
"TBXA2R",391,365,358,298,357,284
"TBXAS1",36,22,25,25,21,25
"TBXT",1,0,0,1,0,0
"TC2N",0,0,0,0,0,0
"TCAF1",3980,3540,3873,3587,3540,3680
"TCAF2",210,128,171,148,160,142
"TCAIM",6973,5680,5842,5353,5259,5579
"TCAM1P",0,1,0,0,1,0
"TCAP",42,15,32,29,31,31
"TCEA1",29612,23244,24374,22940,21393,22509
"TCEA2",3463,2471,2716,2430,2704,2373
"TCEA3",1923,1454,1607,1488,1438,1348
"TCEAL1",5684,4156,4323,3932,3936,4104
"TCEAL2",26,23,12,16,17,21
"TCEAL3",7156,5264,5229,5052,4941,5320
"TCEAL4",19098,15032,15053,13838,13386,14927
"TCEAL5",96,59,57,81,62,64
"TCEAL6",13,8,16,6,15,8
"TCEAL7",206,150,172,135,143,131
"TCEAL8",12796,9554,9504,9087,8679,9310
"TCEAL9",42625,32856,31692,30417,29101,32074
"TCEANC",454,365,491,359,407,413
"TCEANC2",2830,2140,2261,2093,2195,2074
"TCERG1",15553,12414,14633,12832,12676,12356
"TCERG1L",1,2,0,0,2,0
"TCERG1L-AS1",2,0,0,0,0,1
"TCF12",22582,18549,19178,18440,17974,18556
"TCF15",0,0,0,0,0,0
"TCF19",1041,827,861,804,786,728
"TCF20",43,56,43,47,54,32
"TCF21",190,180,180,168,193,170
"TCF23",0,0,0,0,2,0
"TCF24",709,542,577,548,562,545
"TCF25",16053,12298,14340,12943,14014,12477
"TCF3",19117,14925,15437,14423,15527,14903
"TCF4",648,512,519,531,500,496
"TCF7",1001,746,829,772,746,735
"TCF7L1",2562,1919,2167,1930,2027,1920
"TCF7L2",5388,4272,5024,4623,4845,4319
"TCFL5",4290,3273,3406,3193,3230,3181
"TCHH",826,641,734,715,644,661
"TCHHL1",0,0,0,0,0,0
"TCHP",6121,4679,5427,4750,4871,4894
"TCIM",10,2,6,6,7,12
"TCIRG1",110,100,128,100,124,103
"TCL1A",0,0,0,0,0,0
"TCL1B",0,0,0,0,0,0
"TCN1",6,1,5,3,4,5
"TCN2",4328,3594,3333,3271,3307,3156
"TCOF1",22737,18317,19978,18624,19521,18748
"TCP1",44185,34576,35746,32588,31601,33401
"TCP10L",88,68,73,57,57,71
"TCP10L3",0,0,0,1,0,0
"TCP11",12,10,8,14,10,11
"TCP11L1",4498,3620,3852,3522,3541,3567
"TCP11L2",985,850,954,822,943,865
"TCP11X1",0,0,0,0,0,0
"TCP11X2",0,0,0,0,0,0
"TCTA",3184,2332,2493,2236,2427,2437
"TCTE1",124,98,109,109,77,71
"TCTN1",2680,1978,2217,2080,2049,2032
"TCTN2",3825,2973,3322,3147,3158,3037
"TCTN3",10026,7777,8269,7472,7512,7726
"TDG",7112,5581,6098,5579,5348,5527
"TDGF1",1,0,0,0,0,0
"TDGF1P3",0,0,0,0,0,0
"TDH",3,2,2,1,1,6
"TDO2",0,0,0,0,0,0
"TDP1",6146,4916,5001,4875,4757,4902
"TDP2",13701,10684,10901,10007,9783,10607
"TDRD1",3,0,0,0,1,0
"TDRD10",0,0,0,2,0,0
"TDRD12",14,7,10,9,15,16
"TDRD15",0,0,0,0,0,0
"TDRD3",3069,2399,2440,2371,2318,2436
"TDRD5",14,19,14,22,13,16
"TDRD6",18,13,26,27,24,23
"TDRD7",12208,10093,9852,9322,8969,9544
"TDRD9",6234,5167,5960,5198,5255,5036
"TDRG1",1,0,0,1,4,1
"TDRKH",3048,2423,2607,2448,2577,2451
"TDRP",1656,1310,1347,1334,1301,1191
"TEAD1",46741,43624,42619,40013,39907,41528
"TEAD2",3905,2982,3280,3110,3104,2979
"TEAD3",6051,4915,5323,4666,4941,4655
"TEAD4",7123,5512,5485,5407,5340,5543
"TEC",1592,1267,1386,1288,1243,1279
"TECPR1",2649,2194,2458,2237,2414,2106
"TECPR2",6180,5383,5638,5177,5559,5490
"TECR",12072,9048,9923,9467,9996,9288
"TECRL",1,2,0,0,0,0
"TECTA",83,75,87,60,70,88
"TECTB",1,0,1,1,1,0
"TEDC1",7288,5226,5524,5005,5619,5160
"TEDC2",3204,2367,2869,2334,2743,2443
"TEDC2-AS1",18,7,18,9,16,5
"TEDDM1",0,1,1,1,1,0
"TEF",2745,2274,2287,2266,2372,2283
"TEFM",3795,2738,2886,2829,2670,2798
"TEK",15,15,20,16,22,14
"TEKT1",2,0,3,2,2,0
"TEKT2",19,11,16,12,11,11
"TEKT3",30,17,29,29,23,17
"TEKT4",3,6,11,12,5,9
"TEKT4P2",170,143,157,154,154,134
"TEKT5",28,21,39,29,26,26
"TEKTIP1",1394,967,1422,1183,1220,888
"TELO2",9695,7025,8333,7452,8763,7141
"TEN1",0,0,0,0,0,0
"TEN1-CDK3",114,93,129,112,144,92
"TENM1",264,241,257,237,215,211
"TENM2",22072,19061,23300,20805,21672,20256
"TENM2-AS1",29,20,16,23,19,22
"TENM3",1752,1666,1689,1507,1646,1573
"TENM4",821,660,658,674,649,700
"TENT2",7485,5979,6321,5806,5527,5818
"TENT4A",7190,5687,6284,5508,5713,5594
"TENT4B",7670,6221,6495,5952,5766,6140
"TENT5A",8540,6914,7666,7347,6824,6902
"TENT5B",3509,4027,2739,2813,3279,2922
"TENT5C",274,225,241,237,234,255
"TENT5D",1,0,0,0,0,0
"TEP1",8389,6903,9520,8185,8117,7230
"TEPP",0,2,0,0,0,0
"TEPSIN",3131,2220,3198,2657,3006,2233
"TERB1",40,36,54,42,37,25
"TERB2",0,0,0,0,1,0
"TERF1",11904,8673,9132,8865,8605,8768
"TERF2",5514,4352,4767,4394,4357,4310
"TERF2IP",12750,9421,9998,9301,8974,9477
"TERLR1",0,0,0,0,0,0
"TERT",139,99,160,124,130,95
"TES",10056,7998,7929,7586,7353,7926
"TESC",57,33,25,38,43,49
"TESK1",4943,3782,4156,3848,3879,3647
"TESK2",922,764,950,771,885,723
"TESMIN",577,412,431,418,415,366
"TESPA1",2,1,2,0,1,1
"TET1",900,821,856,815,819,802
"TET2",7146,6482,6897,6367,6260,6298
"TET3",6209,5728,5744,5390,5475,5325
"TEX10",11077,9069,8704,8377,8090,8637
"TEX101",3,0,1,1,1,5
"TEX11",4,5,1,2,3,4
"TEX12",12,16,13,15,19,7
"TEX13A",0,0,0,0,0,0
"TEX13B",1,2,1,0,4,2
"TEX13C",1,1,1,1,0,0
"TEX14",146,111,158,111,132,141
"TEX14BP",0,0,1,1,1,0
"TEX15",2323,2202,2133,1987,1886,2059
"TEX19",75,61,65,71,62,64
"TEX2",8952,7873,7800,7196,7262,7451
"TEX22",81,63,72,50,71,54
"TEX26",0,0,1,1,0,1
"TEX26-AS1",0,0,0,0,0,0
"TEX261",19144,15387,16289,15122,15108,15393
"TEX264",6689,4931,5242,4680,5011,4937
"TEX28",0,0,0,0,0,0
"TEX29",10,13,14,8,7,10
"TEX30",8974,6674,6973,6384,6109,6683
"TEX33",1,0,0,1,0,0
"TEX35",1,1,2,0,1,0
"TEX36",62,49,51,59,67,55
"TEX36-AS1",0,0,1,0,0,0
"TEX37",19,13,15,11,8,15
"TEX38",5,5,2,1,1,3
"TEX41",3,4,1,4,1,0
"TEX43",5,0,0,0,1,1
"TEX44",0,0,0,0,0,0
"TEX45",54,34,45,49,52,49
"TEX46",2,0,5,4,2,4
"TEX47",0,0,0,0,0,0
"TEX48",5,6,14,4,4,3
"TEX49",2,2,4,1,0,2
"TEX50",1,0,0,0,0,1
"TEX51",0,0,0,0,0,0
"TEX52",57,53,91,64,62,36
"TEX55",1,0,0,0,0,0
"TEX56P",61,50,105,70,83,41
"TEX9",1207,949,1050,981,879,876
"TF",25,21,20,17,20,17
"TFAM",34798,27614,28270,25975,25134,27389
"TFAP2A",7152,4339,6342,5652,5391,5259
"TFAP2B",0,0,0,0,0,0
"TFAP2C",4072,2836,3386,3238,2982,3113
"TFAP2D",0,0,0,0,0,0
"TFAP2E",83,51,82,53,57,49
"TFAP4",2608,1844,2142,1944,2121,1991
"TFB1M",2406,1758,1913,1710,1732,1784
"TFB2M",6549,4805,4856,4821,4628,4857
"TFCP2",6413,4880,5304,4899,4867,4834
"TFCP2L1",651,1840,664,547,665,589
"TFDP1",57331,43856,46056,43041,42837,43668
"TFDP2",7675,5792,6264,5594,5707,5569
"TFDP3",0,0,0,0,0,0
"TFE3",19644,14716,15962,14928,15400,14746
"TFEB",1685,1218,1386,1191,1355,1228
"TFEC",3,5,2,2,3,3
"TFF1",2,1,0,0,4,0
"TFF2",55,30,27,34,24,24
"TFF3",169,108,94,113,112,118
"TFG",37586,28552,30159,27794,27438,28144
"TFIP11",14693,11507,12275,11271,11590,11659
"TFPI",15100,12029,11861,11476,11203,12143
"TFPI2",9227,6120,7129,6883,6402,7192
"TFPT",4,2,3,1,3,1
"TFR2",87,46,63,64,70,53
"TFRC",84571,68350,72516,67992,66634,68952
"TG",111,126,145,105,123,119
"TGDS",3830,2953,3085,2817,2722,2864
"TGFA",2302,1682,1939,1791,1651,1843
"TGFB1",11810,8422,9471,9063,9040,8369
"TGFB1I1",9953,7791,7825,7252,8045,7257
"TGFB2",12474,8726,9874,9554,9207,9044
"TGFB2-OT1",0,0,0,0,0,0
"TGFB3",705,575,672,611,683,582
"TGFBI",11809,8695,10151,9801,9090,9084
"TGFBR1",11640,11980,9704,9242,9326,10148
"TGFBR2",46440,39971,37863,36470,35691,37329
"TGFBR3",3897,3383,3563,3353,3189,3263
"TGFBR3L",190,113,114,107,122,110
"TGFBRAP1",14148,11076,11852,10828,11032,11176
"TGIF1",5717,4156,4879,4495,4402,4346
"TGIF2",5329,3930,4142,4160,4048,4030
"TGIF2-RAB5IF",0,0,0,0,0,0
"TGIF2LX",4,2,8,8,3,4
"TGIF2LY",0,0,0,0,0,0
"TGM1",571,381,566,399,468,353
"TGM2",11513,8154,9119,9048,8622,9028
"TGM3",4,2,4,3,5,3
"TGM4",412,435,329,323,365,288
"TGM5",220,206,161,175,165,137
"TGM6",0,0,0,0,0,0
"TGM7",4,1,5,3,3,5
"TGOLN2",70475,59199,63216,57444,58095,58707
"TGS1",9603,8058,8225,7525,7308,7825
"TH",75,53,52,57,52,61
"TH2LCRR",21,11,31,19,24,5
"THADA",7532,6210,7128,6514,6453,6401
"THAP1",3658,2933,2835,2557,2494,2594
"THAP10",2778,2114,2288,2079,2017,2234
"THAP11",8780,6364,6550,6101,6370,6331
"THAP12",10013,7892,7822,7543,7160,7658
"THAP2",1143,903,922,859,903,864
"THAP3",2463,1829,1990,1870,2064,1892
"THAP4",6721,5119,5367,4720,5112,5114
"THAP5",5218,4166,4212,4046,3869,3981
"THAP6",2400,1896,2223,1971,1926,1904
"THAP7",6036,4246,4768,4329,4788,4620
"THAP7-AS1",579,406,475,443,461,407
"THAP8",402,300,308,297,343,303
"THAP9",642,482,569,496,484,496
"THBD",1178,1351,940,898,943,889
"THBS1",105831,81374,93236,90607,91364,89317
"THBS2",8962,6938,8053,7546,7574,7244
"THBS3",4545,3546,4453,3901,4103,3384
"THBS4",39,18,17,31,28,28
"THBS4-AS1",5,0,2,2,4,1
"THEG",7,3,2,4,5,2
"THEGL",41,35,31,43,35,35
"THEM4",2927,2071,2445,2074,2066,2075
"THEM5",99,97,97,67,88,75
"THEM6",5812,4023,4347,4101,4220,4028
"THEMIS",0,0,0,0,0,0
"THEMIS2",5394,4013,4684,4325,4283,4197
"THG1L",4317,3401,3489,3250,3265,3443
"THNSL1",1258,997,988,911,935,997
"THNSL2",44,42,64,58,52,60
"THOC1",6398,4784,5488,4894,4919,4791
"THOC2",26337,22748,26212,23365,23285,22399
"THOC3",2517,1819,1790,1883,1694,1754
"THOC5",10389,7952,9099,8575,8432,8073
